-0.028190969	-0.0058264313	-0.029125962	-0.04651908	0.11545013	0.054040875	-0.010783929	0.030689256	-0.10598093	-0.073455244	-0.094931886	-0.055611525	0.026325446	-0.017276803	0.021639988	-9.6110045e-05	-0.08850033	-0.093215026	0.025978882	-0.17564255	0.06952629	0.014597804	0.023478992	0.024961114	0.12353502	0.019108096	0.07548728	-0.02422829	-0.034313962	0.100684606	-0.050016623	0.053629678	0.0942957	-0.008166005	0.06659719	0.026320856	-0.080561586	-0.011017354	0.059627045	0.044949017	-0.0046606627	-0.007870027	0.031446174	-0.088063255	0.15947609	0.095768824	0.021638952	0.019304156	0.013420476	0.092613846
-0.1293629	-0.023366034	0.048557267	0.3579383	0.0012673552	-0.07067846	0.2478321	-0.1431887	0.12694232	0.23802738	0.070773736	-0.016413033	0.13926165	-0.102137156	-0.19136949	0.007267592	0.06603723	0.26654226	0.19300885	0.003833155	0.00029729778	-0.26065513	0.13049947	0.25102812	-0.20431314	-0.144686	0.18568215	-0.069274895	-0.07259142	-0.070995525	0.21730404	-0.13188046	0.04844931	-0.32032046	-0.067204386	0.2097398	-0.07114767	0.23042962	0.20820208	0.10786527	0.20901516	0.07315515	0.10592271	0.08686188	-0.22099781	0.21339141	-0.08149603	0.13822374	-0.11816947	0.1800842
-0.019321993	-0.016835256	-0.09581869	0.027366694	-0.10729189	0.11968393	0.0132794585	0.08103692	0.065779276	-0.05813551	0.051068716	-0.07029642	0.14539793	-0.031185623	0.093785435	-0.013793264	-0.06311167	-0.095505394	-0.20183702	-0.17642552	0.15810876	-0.059395242	-0.08076894	0.25614277	-0.065679654	-0.01364876	0.087285645	0.048578195	0.043100893	-0.057074085	-0.11698887	0.041792996	0.0006255631	0.1719166	0.012107888	-0.025750004	0.046969112	-0.08112593	0.057363708	0.053981952	0.10604465	-0.074399985	0.09675777	0.04647384	-0.15231241	-0.1586477	-0.0057325102	-0.13710667	-0.015049353	0.03343204
0.12867436	-0.14428827	-0.055177566	0.2028746	0.17734179	0.27544808	-0.049251657	0.1271076	0.100232154	0.09544638	0.19382092	0.15362945	-0.24916929	0.065307364	-0.20559369	0.09772566	-0.11071212	-0.32160917	0.18243739	-0.20863111	0.18682334	0.14815578	-0.37673047	-0.050644968	0.09873102	0.010506257	-0.11314861	0.20251581	-0.11328638	-0.16149251	0.14903529	0.018383823	0.030190839	-0.077193	0.20977625	0.15377952	0.030341864	-0.23141776	0.17306234	-0.012815034	-0.15812379	-0.087531745	0.079151474	-0.14285348	-0.15123832	-0.010339881	-0.14653009	0.019615464	-0.1493291	0.30748776
0.11794226	-0.115997754	0.5134957	-0.44861197	0.24723387	-0.24477012	0.5837923	-0.5282419	0.32078996	-0.18675831	1.0588334	0.76744884	0.09026781	0.11812261	-0.7812366	-0.3947204	-0.8879375	-0.0061397604	-0.37211522	0.36576667	-0.030849388	-0.18732415	-0.12201945	0.14442565	-0.14029726	-0.18405938	0.40219182	0.17827371	0.19692026	-0.18805245	-0.47371152	0.6868562	0.21639971	-0.6428303	0.19528489	0.044275936	0.28257337	-0.60399216	0.30245894	-0.34363303	0.45153314	-0.43521917	-0.68984854	0.43150976	-0.5639741	-0.5301083	0.47319734	0.83594286	-0.23355758	0.3088348
-0.036899865	-0.003405497	-0.073421404	-0.32602757	-0.100231	-0.028789852	-0.30246952	0.2702774	-0.31863624	0.09225345	-0.121717215	-0.21125628	-0.12125009	-0.22441554	0.111255	0.20582803	-0.11018839	0.014655564	-0.25138864	-0.1513707	0.22078402	-0.033660192	-0.027475243	-0.21898663	-0.038173527	-0.16617587	-0.0497818	-0.24086376	-0.05098187	0.26744866	0.10415552	0.15499374	-0.00044234243	-0.031149758	0.26850858	-0.0989552	-0.06941927	0.19392039	-0.21645859	0.18104373	-0.17086378	0.12223635	-0.06739604	0.18390329	-0.05886431	0.090770125	0.17786448	-0.15978254	-0.16452539	-0.09011532
0.0010909124	0.021502806	0.015732225	-0.11356063	-0.066994965	-0.077432424	0.023153922	-0.27774903	-0.32469618	0.053324826	0.8342435	0.18483856	0.03651945	0.13011853	-0.011798954	0.07253129	0.06426433	-0.19866678	-0.25364482	0.027434168	-0.019344775	-0.17689219	0.024933765	0.03187796	-0.2480822	-0.11094776	0.093978964	-0.11486778	0.17552611	-0.061831135	-0.08350632	-0.3772843	-0.2260312	-0.17005464	0.05277489	0.043899488	0.05133084	-0.1652578	-0.34689495	0.23612773	0.005777469	0.10948226	-0.08889929	-0.03854062	-0.086485595	0.03704814	-0.05984365	-0.46430546	0.19085057	0.074493065
-0.3047548	-0.12897247	0.003927707	0.108217634	0.034289934	0.04051389	0.16161926	0.023516497	0.15743944	0.18217278	0.058095727	-0.09071865	0.09262814	-0.115082964	0.15512203	-0.055820026	-0.022005083	0.17451291	-0.063867524	-0.18389794	0.4250377	0.22142114	0.08447668	-0.030850152	-0.08146867	0.11277544	0.11694972	0.089526914	-0.08301081	-0.22230245	-0.050450217	-0.23274313	-0.36121655	0.32128263	-0.11982586	0.18843023	0.15848057	0.19723909	0.19403169	0.18000798	0.030176245	0.10535961	-0.01547336	-0.08127291	-0.035089716	-0.31158307	-0.207583	0.03474968	-0.32180896	-0.100667395
0.09295475	-0.105245575	0.002087544	-0.06978706	0.3182478	-0.04182473	0.33751175	-0.032208797	-0.24411866	-0.044692937	-0.07435276	0.1173854	0.22445542	0.019999921	-0.13335791	0.16703829	-0.12767492	-0.004309509	0.15885906	0.02957853	0.16436799	-0.0092086075	-0.044570103	-0.053380042	-0.1474856	0.090560816	0.22799812	-0.010587271	0.28338838	0.30592045	-0.2510656	0.40339947	0.17626248	-0.014814134	-0.039161205	0.068424374	0.35284308	-0.07727661	0.15239666	-0.027006917	0.003828679	-0.0707234	0.079479665	-0.052535765	-0.034233358	0.14833924	-0.14192674	0.29361677	0.0018959692	-0.060964238
0.010418698	-0.1609111	-0.060149696	-0.19807191	-0.14972006	0.101008505	0.16542125	-0.059466243	-0.07294205	0.13557793	0.0040340615	0.014872039	-0.017553572	-0.05745769	-0.0036130005	0.013690194	-0.039868534	-0.018326443	0.017799936	-0.18294819	-0.05561367	-1.0582771	0.08646173	0.1428309	0.10120265	0.020995263	0.030777037	0.023968661	-0.1286154	0.14298311	-0.0053034136	-0.09201494	0.11584707	0.07179525	0.023916366	0.06308632	0.2181849	0.22985768	-0.024475347	-0.115130976	0.0440737	0.012719464	0.029484646	-0.024047852	-0.0007909353	0.03458942	-0.10880574	0.13017437	-0.057635482	0.19303122
-0.17249621	-0.26653835	-0.4528782	0.29434836	0.0808299	0.2072456	0.36690727	-0.26480564	-0.068903096	0.16001928	-0.124109514	-0.23176672	0.17959946	0.23595287	0.30527592	0.08403747	-0.2368023	0.011310031	-0.23336615	-0.05817081	0.20887128	-0.0063141165	0.0021735346	-0.2670778	0.27368283	0.20230265	0.2845513	0.27376616	0.17737472	0.20319518	-0.2328068	0.19304049	-0.23437764	-0.1592215	0.2717936	-0.1359079	0.16992337	0.2659634	0.190341	-0.20934942	-0.27877268	-0.16115022	0.19787282	0.24238546	-0.10699518	-0.020143619	-0.21697804	-0.28636056	0.18741745	0.24587935
0.32343888	0.034271486	0.03615408	-0.17124465	0.06668604	-0.08368517	-0.08582873	0.028964791	-0.031391088	0.005025199	0.11017639	0.033391386	-0.014072298	0.0497769	-0.065759204	0.17758235	-0.02990051	-0.11590537	-0.07180297	-0.15675677	0.07440947	-0.10833307	-0.44839606	-0.10808221	-0.111913495	0.07522774	-0.16268036	0.067831196	0.09901487	-0.17023711	0.07454617	0.24577156	0.030163022	0.038456343	0.11165036	-0.08106619	0.004429159	0.057868157	0.14706042	0.049941752	0.101983905	0.11988335	-0.043512788	-0.09059445	0.1269019	0.09269353	-0.13663955	0.08345019	-0.013368954	-0.042162076
