-0.20261125,-0.44263893,0.41959763,0.31562567,0.10807543,0.096732005,-0.12407768,0.2881889,0.38009936,-0.38928753,0.31875974,0.23049726,-0.05400046,-6.3852863,0.23575795,5.243952,-0.32635397,0.08005112,0.27783096,0.36553586,-0.21420649,-0.20793307,-0.076146364,0.11196736,0.34824273,-0.77583236,-0.093302436,0.10809071,0.21391702,0.11371812,0.19149202,-0.47836325,0.3109158,-0.1460101,-0.23837629,-0.12010855,-0.3415232,0.3124318,-0.23305528,-0.22644062,0.18715195,-0.45726612,0.0016019654,-0.24140082,-0.5364831,-0.24048768,0.3337012,0.4111477,0.01418605,0.04377092
0.28011823,-0.40725636,-0.12875633,-0.42576563,-0.2117763,0.2995893,-0.35406366,0.07844228,-0.312115,0.008260481,-0.14530513,-0.11621568,0.15983078,0.34276232,-0.27092284,-0.105809525,0.0668347,-0.22025712,0.23278451,7.475041,0.048001397,0.11499911,-0.25380778,-0.250725,-0.29595459,0.4331869,0.040346418,-0.2618104,-0.34977922,0.06675273,0.02492069,-0.24469525,0.3828459,0.06832415,-0.43170333,0.21645197,0.23206839,0.5680881,0.22650973,0.07950903,-0.24632613,0.028067496,0.53755134,-0.052972835,0.41546342,0.07828675,0.33364394,0.6724716,0.19992301,0.16820905
0.81776184,-0.38743466,0.15694553,0.27232024,0.21087879,-5.619157,0.15420705,-0.17121887,0.601745,-0.4211373,0.23922588,-0.008585423,0.24827419,-0.078020275,0.3052122,-0.22987635,0.097671576,-0.3831101,0.08307769,-0.074014805,0.018526206,-0.06556802,0.01032463,7.186845,0.36592147,0.05346501,0.17056364,0.50763613,0.025008108,-0.15084568,-0.032084838,-0.6654072,-0.22150911,-0.11879349,0.24496521,0.08614321,0.21906789,-0.31815982,-0.37193173,0.35278383,0.15920068,-0.22050534,-0.2510165,-0.16766329,-0.3150295,-0.59254134,-0.1285707,0.15891269,-0.0488784,-0.06696939
0.07447487,-0.30692852,-0.20237488,0.35077155,0.18976614,-0.24266694,0.07399723,-0.20475376,-0.06588334,0.1427098,0.523767,0.33024165,-0.11052017,-0.1957726,-0.26137495,-0.018183677,-0.31345782,-0.20366696,0.11965865,-0.35572904,0.20249277,-0.5362333,-0.1594421,-0.4205115,-0.29999527,-0.29958865,-0.36157325,-0.16975836,0.023397315,-0.27470133,-0.18600838,-0.21157405,-7.6039925,-0.164578,-0.54497194,0.08679597,0.2388574,0.09287905,-0.37709942,-0.16802037,-0.37335587,0.20220016,0.092871256,0.104582466,-0.26322672,-0.43425366,-0.5231569,-0.5736645,0.21561354,0.124108054
-0.13711274,0.14493038,0.45587462,0.036338374,0.13638572,-0.6314306,-0.10367552,-0.26770726,0.75269943,-0.38858327,0.3398691,-0.1295506,-0.43187428,0.47702613,-0.36111042,-0.42722106,-0.16020982,-5.8754973,0.67210805,-0.6480539,0.1203202,-0.13757516,-0.3479791,-0.26016754,0.3905792,0.17633136,-0.04145698,-0.13987812,-0.38840762,0.32204157,0.037273098,0.040837046,-0.23240368,-0.15250587,-0.26710728,-0.53703994,0.030699987,-0.4191426,0.15665661,0.15801741,0.2146928,0.6131863,-0.19219573,-0.14841768,0.4364926,0.08405018,5.5913706,-0.42691258,-0.21280172,-0.114476204
0.33176017,-0.22156337,0.028277876,0.14834754,0.33170033,0.135545,-0.34373263,-0.35426524,-0.11818177,0.29971167,-0.010465419,-0.26187873,-0.028969184,0.4689446,-0.38784122,-0.2857356,0.06056282,0.23005219,0.33043492,-0.14278236,-0.38835466,-0.43212858,-0.16302094,-0.044265278,-6.5424223,0.41835028,-0.051665824,0.14696482,-0.4306574,-0.34516487,0.036904097,-0.73301154,0.5472743,0.10786021,0.5723176,-0.1303778,-0.23401004,-0.30971935,0.20544389,0.32684848,-0.62079626,0.23708592,-0.029515294,0.2340367,-0.5208377,-0.22203517,-4.6857257,-0.33099508,0.11434726,-0.4242474
0.016591987,-0.20212935,-0.10619829,-0.13074693,0.5618312,-0.057203896,-0.32020968,-0.17362195,0.29275545,0.6852885,0.11392702,0.13192044,0.30908325,-0.14345534,-0.40457746,-0.67959434,-0.16801591,0.3736175,0.2077714,4.5967894,-0.42492712,0.027240949,0.28917143,0.268053,0.3030394,0.07330701,0.62140906,-0.006682452,-0.13524929,0.048783608,-0.0011447105,-0.2296181,0.025066763,0.07308577,0.38562927,0.4700858,0.12822802,-0.0063000713,-0.45239064,0.34993115,0.3119869,-0.34929743,-0.40205804,0.08074543,-6.7223454,0.1870461,-0.15840964,0.20136227,0.24173161,-0.018581606
0.47404706,-0.47351226,-0.4940987,-0.25837687,-0.2585635,-0.26762414,-0.07610745,-0.34292194,-0.27751625,-0.09723187,0.41692144,0.11601064,0.17905425,4.322746,-0.14696306,-0.6020773,-0.40262136,-0.52957636,0.41088912,-0.3380623,0.23269638,0.21209955,-0.16348965,-0.2205236,0.13687764,0.35885048,0.8284403,0.41150063,0.43014583,-0.26811185,-0.1455232,0.3115134,-0.37302986,-0.5816001,0.42838365,-0.06065583,0.3050282,-0.08957817,0.3703259,0.44780827,6.6968546,-0.3909866,-0.2918496,-0.06689026,0.27365527,0.3167031,0.4620058,0.053779773,0.33770594,0.38316324
0.24350184,-0.3123076,-0.0053917333,-0.25640175,0.19615938,0.27654698,-0.3057108,-0.10965019,0.0590036,-0.33639818,-0.1167664,-0.058598217,0.29096568,-5.820805,0.21935351,-0.34420413,0.10506018,0.3692078,-0.16985558,-0.41409573,-0.064543076,-0.11601152,0.25923723,0.53809106,0.2857529,0.15519185,0.27478468,-0.27389455,0.17720413,0.14197367,0.3997245,-0.3296983,-0.08897435,0.057926875,-0.18141907,-0.032232363,-0.1023417,0.28259864,-0.24351598,-0.3172076,-0.43894574,-0.70107836,-0.372221,-0.064320184,-0.30346802,-0.12498845,-6.38235,-0.43090868,0.16895662,-0.21203801
-0.06850048,-0.2540134,0.5208825,-0.18476658,0.31719473,-0.43748546,0.12604564,-0.2801051,0.38899297,-0.19885683,0.30237943,-0.124876894,0.018433712,-0.45160702,-0.3148225,0.14873068,-0.18338607,0.054701973,0.18862382,0.068471424,0.2984414,-0.016887045,-5.354006,0.70840514,-0.22892974,0.1786543,-0.28065595,-0.011567397,-0.5426116,-0.37042907,-0.08350856,-6.5221987,0.17573102,0.19432096,-0.26163733,-0.6027235,0.32465336,0.10781914,0.127467,0.17042637,0.53247076,-0.58978516,0.09119645,-0.1260198,0.36737657,-0.54420584,-0.44928676,0.31569389,0.30447653,0.051062405
