933	7
827	3
1117	4
848	11
1289	9
372	3
1687	1
950	5
1739	6
1365	10
540	7
1356	8
101	5
411	7
978	10
463	9
1788	0
212	7
943	2
1058	5
1549	9
1535	4
438	2
243	0
839	8
387	8
132	8
1296	6
1598	6
296	4
1771	9
1156	0
1120	0
1710	2
1081	9
1579	10
1731	11
756	0
1565	4
1774	11
70	7
853	2
904	6
961	11
1312	7
795	7
1625	10
1221	5
1711	10
1103	8
409	8
1295	7
1339	10
290	3
1748	9
1199	10
1366	10
1769	6
1633	10
346	6
845	10
245	10
1554	4
1455	4
1022	5
562	10
614	11
1597	5
798	0
644	10
1513	0
830	6
1195	5
885	3
1487	3
432	6
1086	6
1042	1
861	1
204	4
846	9
1708	6
1250	2
623	5
549	7
321	11
1272	3
1719	0
877	0
1712	5
1472	3
1277	8
592	3
1028	5
875	9
1529	5
1104	10
510	7
857	0
1643	5
1218	8
1347	8
1712	3
292	7
399	3
406	7
364	5
1472	5
391	8
1708	7
282	0
1618	6
1040	7
551	10
660	7
1694	4
646	3
813	0
557	1
679	5
740	5
1095	6
1129	3
1714	8
300	1
262	8
1568	6
1092	2
1281	8
1279	0
1353	5
1773	7
224	3
534	0
1514	6
1318	0
1178	0
553	6
301	4
1786	1
1112	10
259	6
841	10
647	6
924	9
716	4
400	4
1288	1
160	4
485	3
195	10
393	6
1629	7
306	7
895	10
1331	3
1251	11
1504	8
1246	7
1044	8
1492	9
1781	2
860	11
691	5
396	4
1606	1
466	11
244	10
364	8
197	0
537	6
1001	4
474	1
59	10
109	3
532	9
873	8
1691	2
1593	8
49	3
652	7
466	6
350	4
1	8
877	2
246	5
1628	3
1317	11
1566	6
1173	0
1207	8
1087	0
740	10
317	8
910	8
1366	9
714	11
1373	11
1258	3
815	11
334	3
1189	5
903	9
1773	4
1631	3
1541	2
818	0
571	3
545	2
157	11
1779	5
755	1
219	0
1437	8
645	0
94	2
239	7
1027	3
307	10
1188	7
1680	11
898	10
1765	2
12	10
923	3
1548	10
1261	0
1368	1
438	8
1177	8
1444	7
1728	4
1262	10
206	3
810	1
1040	5
1082	1
266	3
1498	1
294	11
616	6
1098	3
742	2
730	9
1604	10
1683	5
5	5
1703	9
1398	2
1158	2
376	2
146	3
1778	3
1261	1
1432	9
798	10
1407	0
65	0
1252	7
1046	8
1581	11
693	7
1369	7
650	1
268	10
1166	5
1402	8
1064	7
395	8
213	8
793	4
1317	3
240	9
258	3
1084	2
1165	3
823	6
1432	1
996	9
210	11
294	0
1666	9
1248	11
1094	6
685	6
1337	9
130	0
1657	0
1437	0
187	10
1077	2
684	5
1109	1
1365	11
113	2
779	3
1245	3
348	7
1693	5
832	5
1769	11
81	8
1032	9
1009	0
1427	8
846	10
1340	10
585	10
295	8
582	2
1034	0
1111	11
607	8
227	9
774	10
490	8
136	10
239	6
825	4
497	6
1278	8
1535	7
567	7
1463	1
1467	5
802	11
500	0
1161	9
664	1
138	7
64	7
1422	8
287	1
32	10
1634	7
976	3
1680	5
440	7
2	11
689	11
765	1
1738	1
1031	4
736	4
495	8
1587	6
1635	9
1219	11
443	2
1182	7
1317	4
1779	2
579	5
1374	9
1559	7
1354	3
234	9
952	8
1179	1
415	11
50	7
164	5
216	2
1041	2
1727	2
843	10
1499	7
1204	11
625	6
1524	9
876	10
1625	0
1074	0
538	1
1303	10
902	6
1411	10
169	4
758	2
522	6
1152	11
918	6
1335	11
142	10
867	8
552	2
12	0
357	9
494	11
910	4
1065	3
1415	3
433	1
1329	0
572	7
1584	5
1399	9
1710	3
86	1
1133	8
989	6
120	9
528	10
10	9
933	0
323	4
580	4
172	9
931	8
460	0
1039	4
1038	2
1011	1
694	5
1206	4
820	3
1550	8
1132	7
1478	7
710	2
1767	1
1780	2
915	5
410	1
500	2
1281	11
1268	8
23	10
653	0
413	9
136	2
1544	2
1561	2
206	7
1304	1
1357	6
966	1
1628	7
140	10
1491	11
1656	11
218	7
84	9
115	4
1280	9
1110	0
1327	5
1177	3
3	5
175	11
242	3
806	8
1447	5
75	6
780	4
1015	1
788	6
1582	3
1515	10
1544	0
291	5
578	2
403	1
218	1
1388	3
799	5
787	9
465	8
1681	5
582	5
1084	0
1656	3
82	9
1071	7
1220	8
442	1
1419	2
750	1
1780	1
535	5
1123	10
1015	6
495	1
1298	6
675	11
1212	10
1369	11
176	2
319	6
995	11
928	3
773	2
1260	0
404	4
282	11
859	1
370	5
1193	3
1162	0
1699	1
1594	8
878	10
1346	1
750	8
1541	9
693	11
475	11
644	4
1389	1
533	8
1622	11
86	0
1138	2
259	4
857	1
1005	10
398	6
1498	6
358	10
1210	4
924	6
315	6
1238	3
616	9
358	3
270	5
914	5
635	8
333	3
456	8
14	1
975	5
1753	0
1426	4
966	8
239	9
1734	3
181	8
1091	10
206	9
1518	11
407	0
438	0
1713	11
1650	10
1422	2
16	0
1176	0
1274	5
646	11
1624	3
123	5
596	8
688	8
1619	9
961	1
716	8
655	9
1051	7
119	11
1122	1
1294	9
1179	0
776	8
1090	11
628	11
1789	7
1291	2
980	11
1607	10
633	5
770	8
13	0
1328	11
131	6
556	10
889	11
644	5
457	10
130	11
404	3
1172	7
1435	8
1512	10
1076	8
1156	9
477	9
1335	0
1035	4
1756	11
1087	9
1568	3
1685	6
1433	5
1750	3
